transaction_date,asset_tag,machine_type,plant_code,failed_A,failed_B,failed_C,failed_parts,severity_score,severity_7,severity_10,severity_11,severity_12,severity_13,severity_14
2024-03-13,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-03-14,AST-2031,Hydraulic Press,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-03-15,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-03-16,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-17,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-18,AST-2031,Hydraulic Press,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2024-03-19,AST-2031,Hydraulic Press,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-03-20,AST-2031,Hydraulic Press,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-03-21,AST-2031,Hydraulic Press,CHN-02,1,2,2,5,10,1,1,0,0,0,0
2024-03-22,AST-2031,Hydraulic Press,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2024-03-23,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-24,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-25,AST-2031,Hydraulic Press,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-03-26,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-03-27,AST-2031,Hydraulic Press,CHN-02,3,3,0,6,18,1,1,1,1,1,1
2024-03-28,AST-2031,Hydraulic Press,CHN-02,3,1,0,4,14,1,1,1,1,1,1
2024-03-29,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-30,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-01,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-04-02,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-04-03,AST-2031,Hydraulic Press,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-04-04,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-04-05,AST-2031,Hydraulic Press,CHN-02,3,2,1,6,17,1,1,1,1,1,1
2024-04-06,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-04-09,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-04-10,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-04-11,AST-2031,Hydraulic Press,CHN-02,0,5,0,5,10,1,1,0,0,0,0
2024-04-12,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-04-13,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-14,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-04-16,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-04-17,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-04-18,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-04-19,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-04-20,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-04-23,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-04-25,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-04-26,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-04-27,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-28,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-04-29,AST-2031,Hydraulic Press,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2024-04-30,AST-2031,Hydraulic Press,CHN-02,3,0,0,3,12,1,1,1,1,0,0
2024-05-01,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-05-02,AST-2031,Hydraulic Press,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2024-05-03,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-05-04,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-05-07,AST-2031,Hydraulic Press,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-05-08,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-05-09,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-05-10,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-05-11,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-12,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-05-14,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-05-15,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-05-16,AST-2031,Hydraulic Press,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2024-05-17,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-05-18,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-05-22,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-05-23,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-05-24,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-05-25,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,AST-2031,Hydraulic Press,CHN-02,3,0,1,4,13,1,1,1,1,1,0
2024-05-28,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-05-29,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-05-30,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-05-31,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-06-01,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-06-04,AST-2031,Hydraulic Press,CHN-02,2,4,2,8,18,1,1,1,1,1,1
2024-06-05,AST-2031,Hydraulic Press,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2024-06-06,AST-2031,Hydraulic Press,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-06-07,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-06-08,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,AST-2031,Hydraulic Press,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-06-11,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-06-12,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-06-13,AST-2031,Hydraulic Press,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-06-14,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,AST-2031,Hydraulic Press,CHN-02,1,1,2,4,8,1,0,0,0,0,0
2024-06-18,AST-2031,Hydraulic Press,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2024-06-19,AST-2031,Hydraulic Press,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-06-20,AST-2031,Hydraulic Press,CHN-02,0,3,0,3,6,0,0,0,0,0,0
2024-06-21,AST-2031,Hydraulic Press,CHN-02,2,3,1,6,15,1,1,1,1,1,1
2024-06-22,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-06-25,AST-2031,Hydraulic Press,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2024-06-26,AST-2031,Hydraulic Press,CHN-02,2,4,1,7,17,1,1,1,1,1,1
2024-06-27,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-06-28,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-06-29,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-07-02,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-07-03,AST-2031,Hydraulic Press,CHN-02,1,4,0,5,12,1,1,1,1,0,0
2024-07-04,AST-2031,Hydraulic Press,CHN-02,3,2,1,6,17,1,1,1,1,1,1
2024-07-05,AST-2031,Hydraulic Press,CHN-02,1,3,3,7,13,1,1,1,1,1,0
2024-07-06,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-07,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-07-09,AST-2031,Hydraulic Press,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-07-10,AST-2031,Hydraulic Press,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-07-11,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-07-12,AST-2031,Hydraulic Press,CHN-02,3,1,0,4,14,1,1,1,1,1,1
2024-07-13,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-14,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-07-16,AST-2031,Hydraulic Press,CHN-02,1,0,2,3,6,0,0,0,0,0,0
2024-07-17,AST-2031,Hydraulic Press,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-07-18,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-07-19,AST-2031,Hydraulic Press,CHN-02,2,4,0,6,16,1,1,1,1,1,1
2024-07-20,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-21,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-22,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-07-23,AST-2031,Hydraulic Press,CHN-02,2,3,0,5,14,1,1,1,1,1,1
2024-07-24,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-07-26,AST-2031,Hydraulic Press,CHN-02,0,5,0,5,10,1,1,0,0,0,0
2024-07-27,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-28,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-07-29,AST-2031,Hydraulic Press,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2024-07-30,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-07-31,AST-2031,Hydraulic Press,CHN-02,0,3,2,5,8,1,0,0,0,0,0
2024-08-01,AST-2031,Hydraulic Press,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2024-08-02,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-03,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-04,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-05,AST-2031,Hydraulic Press,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-08-06,AST-2031,Hydraulic Press,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2024-08-07,AST-2031,Hydraulic Press,CHN-02,3,3,1,7,19,1,1,1,1,1,1
2024-08-08,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-08-09,AST-2031,Hydraulic Press,CHN-02,1,2,2,5,10,1,1,0,0,0,0
2024-08-10,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-11,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-12,AST-2031,Hydraulic Press,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2024-08-13,AST-2031,Hydraulic Press,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2024-08-14,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-08-15,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-08-16,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-08-17,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-18,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-08-20,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-08-21,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-08-22,AST-2031,Hydraulic Press,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-08-23,AST-2031,Hydraulic Press,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2024-08-24,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-25,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,AST-2031,Hydraulic Press,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-08-27,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-08-28,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-08-29,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-08-30,AST-2031,Hydraulic Press,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-08-31,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-01,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-02,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-09-03,AST-2031,Hydraulic Press,CHN-02,3,1,0,4,14,1,1,1,1,1,1
2024-09-04,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-09-05,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-09-06,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-09-07,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-08,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-09,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-09-10,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-09-11,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-09-12,AST-2031,Hydraulic Press,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2024-09-13,AST-2031,Hydraulic Press,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-09-14,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-15,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-16,AST-2031,Hydraulic Press,CHN-02,4,2,1,7,21,1,1,1,1,1,1
2024-09-17,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-09-18,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-09-19,AST-2031,Hydraulic Press,CHN-02,1,4,1,6,13,1,1,1,1,1,0
2024-09-20,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-22,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-09-24,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-09-25,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-09-26,AST-2031,Hydraulic Press,CHN-02,0,4,0,4,8,1,0,0,0,0,0
2024-09-27,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-09-28,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-29,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,AST-2031,Hydraulic Press,CHN-02,5,1,1,7,23,1,1,1,1,1,1
2024-10-01,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-10-02,AST-2031,Hydraulic Press,CHN-02,4,2,1,7,21,1,1,1,1,1,1
2024-10-03,AST-2031,Hydraulic Press,CHN-02,2,0,2,4,10,1,1,0,0,0,0
2024-10-04,AST-2031,Hydraulic Press,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-10-05,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-06,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,AST-2031,Hydraulic Press,CHN-02,0,3,0,3,6,0,0,0,0,0,0
2024-10-08,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-10-09,AST-2031,Hydraulic Press,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2024-10-10,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-10-11,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-10-12,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-13,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-10-15,AST-2031,Hydraulic Press,CHN-02,0,3,1,4,7,1,0,0,0,0,0
2024-10-16,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-10-17,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-10-18,AST-2031,Hydraulic Press,CHN-02,0,4,0,4,8,1,0,0,0,0,0
2024-10-19,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-20,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-10-22,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-10-23,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-10-24,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-10-25,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-10-29,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-10-30,AST-2031,Hydraulic Press,CHN-02,2,1,2,5,12,1,1,1,1,0,0
2024-10-31,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,AST-2031,Hydraulic Press,CHN-02,1,1,2,4,8,1,0,0,0,0,0
2024-11-02,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-03,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-05,AST-2031,Hydraulic Press,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2024-11-06,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-11-07,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-11-08,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-11-09,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-10,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,AST-2031,Hydraulic Press,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-11-12,AST-2031,Hydraulic Press,CHN-02,1,2,2,5,10,1,1,0,0,0,0
2024-11-13,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-14,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-11-15,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-11-16,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-11-19,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-11-20,AST-2031,Hydraulic Press,CHN-02,1,1,2,4,8,1,0,0,0,0,0
2024-11-21,AST-2031,Hydraulic Press,CHN-02,3,2,1,6,17,1,1,1,1,1,1
2024-11-22,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-23,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-24,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-11-26,AST-2031,Hydraulic Press,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-11-27,AST-2031,Hydraulic Press,CHN-02,3,1,1,5,15,1,1,1,1,1,1
2024-11-28,AST-2031,Hydraulic Press,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-11-29,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-11-30,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-01,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,AST-2031,Hydraulic Press,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-12-03,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-12-04,AST-2031,Hydraulic Press,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-12-05,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-12-06,AST-2031,Hydraulic Press,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-12-07,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-08,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,AST-2031,Hydraulic Press,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-12-10,AST-2031,Hydraulic Press,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-12-11,AST-2031,Hydraulic Press,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-12-12,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-12-13,AST-2031,Hydraulic Press,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-12-14,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,AST-2031,Hydraulic Press,CHN-02,0,0,0,0,0,0,0,0,0,0,0
